conta_contabil;uniorcam;saldo_atual_debito;saldo_atual_credito;especificacao;escrituracao;data_inicial;data_final;data_geracao;conferencia_externa;conferencia_saldo;conferencia_nivel;conferencia_natureza
8.5.3.2.4.02.03.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 3o B";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.02.04.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 4o B";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.02.05.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 5o B";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.02.06.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 6o B";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.03.00.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM ASPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.9.0.0.0.00.00.00.00.00.00.000;0201;0,00;5.812.489,70;"OUTROS CONTROLES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.9.1.0.0.00.00.00.00.00.00.000;0201;0,00;276.104,92;"EXECUCAO DE RESPONSABILIDADE POR VALORES, TITULOS E BENS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.9.1.1.0.00.00.00.00.00.00.000;0201;0,00;252.996,55;"EXECUCAO DE RESPONSABILIDADE COM TERCEIROS POR VALORES, TITULOS E BENS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.9.1.1.3.00.00.00.00.00.00.000;0201;0,00;252.996,55;"OUTRAS RESPONSABILIDADES COM TERCEIROS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrasResponsabilidadesDeTerceiros;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.0.00.00.00.00.00.00.000;0201;0,00;23.108,37;"EXECUCAO DE RESPONSABILIDADE DE TERCEIROS POR VALORES, TITULOS E BENS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.00.00.00.00.00.00.000;0201;0,00;23.108,37;"EXECUCAO DE ADIANTAMENTOS/SUPRIMENTOS DE FUNDOS CONCEDIDOS";N;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.00.00.00.00.00.000;0201;0,00;16.700,00;"ADIANTAMENTOS CONCEDIDOS A COMPROVAR";N;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.01.00.00.00.00.000;0201;0,00;2.000,00;"JAIRO JOSE MELLER";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.02.00.00.00.00.000;0201;0,00;1.500,00;"ADALBERTO MARTINI";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.03.00.00.00.00.000;0201;0,00;2.000,00;"PEDRO NELCI MACHADO";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.10.00.00.00.00.000;0201;0,00;2.000,00;"JAIR CESAR SOUZA";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.11.00.00.00.00.000;0201;0,00;0,00;"ANDERSON DIEGO SALAZAR";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.15.00.00.00.00.000;0201;0,00;4.000,00;"ELI OLIVEIRA BAIOTTO";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.18.00.00.00.00.000;0201;0,00;1.000,00;"CELSON SIDINEI SCHULTZ FONSECA";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.19.00.00.00.00.000;0201;0,00;4.000,00;"VANDERLEIA APARECIDA DARONCO CAUDURO";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.21.00.00.00.00.000;0201;0,00;0,00;"DANIELI MARIANE GIOVELLI";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.01.22.00.00.00.00.000;0201;0,00;200,00;"DARCIZO GARCIA DA SILVA";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.02.00.00.00.00.00.000;0201;0,00;0,00;"ADIANTAMENTOS A APROVAR";N;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.02.01.00.00.00.00.000;0201;0,00;0,00;"JAIRO JOSE MELLER";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.02.03.00.00.00.00.000;0201;0,00;0,00;"PEDRO NELCI MACHADO";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.02.11.00.00.00.00.000;0201;0,00;0,00;"ANDERSON DIEGO SALAZAR";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.02.21.00.00.00.00.000;0201;0,00;0,00;"DANIELI MARIANE GIOVELLI";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.03.00.00.00.00.00.000;0201;0,00;6.408,37;"ADIANTAMENTOS APROVADOS";N;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.03.01.00.00.00.00.000;0201;0,00;2.938,76;"JAIRO JOSE MELLER";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.03.03.00.00.00.00.000;0201;0,00;2.000,00;"PEDRO NELCI MACHADO";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.03.11.00.00.00.00.000;0201;0,00;1.269,61;"ANDERSON DIEGO SALAZAR";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.1.2.1.03.21.00.00.00.00.000;0201;0,00;200,00;"DANIELI MARIANE GIOVELLI";S;2021-01-01;2021-03-31;2021-04-22;testSuprimentosDeFundosIndividualmenteTestadosManualmente;;testFechamentoDosNiveisDasContasDeControleDeSuprimentoDeFundos;testFechamentoDosLancamentosNasContasDeControle
8.9.2.0.0.00.00.00.00.00.00.000;0201;0,00;428.925,78;"DIVERSOS RESPONSAVEIS EM APURACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.9.2.6.0.00.00.00.00.00.00.000;0201;0,00;8.771,16;"PAGAMENTOS SEM RESPALDO ORCAMENTARIO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePagamentosSemRespaldoOrcamentario;testFechamentoDosLancamentosNasContasDeControle
8.9.2.9.0.00.00.00.00.00.00.000;0201;0,00;420.154,62;"OUTRAS RESPONSABILIDADES EM APURACAO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
8.9.2.9.1.00.00.00.00.00.00.000;0201;0,00;420.154,62;"MULTAS E JUROS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
8.9.2.9.1.09.00.00.00.00.00.000;0201;0,00;0,00;"OUTRAS RESPONSABILIDADES EM APURACAO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
8.9.2.9.1.09.99.00.00.00.00.000;0201;0,00;0,00;"OUTRAS RESPONSABILIDADES EM APURACAO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
8.9.2.9.1.99.00.00.00.00.00.000;0201;0,00;420.154,62;"DEMAIS RESPONSABILIDADES EM APURACAO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
8.9.2.9.1.99.02.00.00.00.00.000;0201;0,00;1.088,80;"PORTARIA 21/2020-PA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
8.9.2.9.1.99.98.00.00.00.00.000;0201;0,00;419.065,82;"OUTRAS RESPONSABILIDADES EM APURACAO - SALDOS A CONCILIAR";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeResponsaveisPorDanosAoPatrimonio;testFechamentoDosLancamentosNasContasDeControle
8.9.9.0.0.00.00.00.00.00.00.000;0201;0,00;5.107.459,00;"DEMAIS CONTROLES CREDORES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.0.00.00.00.00.00.00.000;0201;0,00;5.107.459,00;"DEMAIS CONTROLES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.1.00.00.00.00.00.00.000;0201;0,00;7.387,02;"DESPESA SEM EMPENHO PREVIO - ART. 60 L4320/64";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesaSemEmpenhoPrevio;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.1.01.00.00.00.00.00.000;0201;0,00;7.387,02;"DESPESA SEM EMPENHO PREVIO EM 2021";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesaSemEmpenhoPrevio;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.00.00.00.00.00.00.000;0201;0,00;382.231,52;"CONTROLE DO SUPERAVIT FINANCEIRO DISPONIVEL";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.00.01.00.00.00.00.000;0201;0,00;26.792,50;"0001 LIVRE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.00.31.00.00.00.00.000;0201;0,00;0,00;"0031 FUNDEB";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.00.50.00.00.00.00.000;1201;0,00;0,00;"0050 RPPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.01.00.00.00.00.000;0201;0,00;0,00;"1001 PNAE FUNDAMENTAL FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.04.00.00.00.00.000;0201;0,00;0,00;"1004 CONSULTA POPULAR RS 2020 SEC.AGRIC.PESC";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.05.00.00.00.00.000;0201;0,00;32.801,13;"1005 TAXAS E MULTAS AMBIENTAIS - LEI 2378/12";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.06.00.00.00.00.000;0201;0,00;1,72;"1006 AUXILIO COVID-19 LEI ALDIR BLANC L14017/2020";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.14.00.00.00.00.000;0201;0,00;0,00;"1014 Q/SE - QUOTA SALARIO EDUCACAO FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.21.00.00.00.00.000;0201;0,00;4.758,50;"1021 PSB - SCFV FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.31.00.00.00.00.000;0201;0,00;0,00;"1031 PNAE CRECHE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.33.00.00.00.00.000;0201;0,00;0,00;"1033 PNAE PRE-ESCOLA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.38.00.00.00.00.000;0201;0,00;6.726,21;"1038 IGD-BF FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.50.00.00.00.00.000;0201;0,00;12.861,47;"1050 IR DOACAO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.59.00.00.00.00.000;0201;0,00;0,00;"1059 PNAE EJA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.64.00.00.00.00.000;0201;0,00;60.814,24;"1064 PSB - PAIF FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.67.00.00.00.00.000;0201;0,00;1.353,79;"1067 IGD-SUAS FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.68.00.00.00.00.000;0201;0,00;633,68;"1068 COVID-19/SUAS PORT MC 369/2020 - EPI";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.69.00.00.00.00.000;0201;0,00;1.815,11;"1069 COVID-19/SUAS PORT MC 369/2020 - ALIM";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.10.71.00.00.00.00.000;0201;0,00;0,00;"1071 PNAE AEE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.12.00.00.00.00.00.000;0201;0,00;10.951,97;"1200 PAVIMENTACAO CONVENIO 829118 MIN CIDADES";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.12.03.00.00.00.00.000;0201;0,00;42.848,44;"1203 PAV. URB. SICONV CONVENIO 847175/17";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.12.06.00.00.00.00.000;0201;0,00;1,88;"1206 EQUIP. PATRULHA AGRICOLA PROP045635/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.12.07.00.00.00.00.000;0201;0,00;19,40;"1207 EQUIP. PATRULHA AGRICOLA PROP054169/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.40.11.00.00.00.00.000;0201;0,00;7.008,51;"4011 ATENCAO BASICA PIES FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.40.50.00.00.00.00.000;0201;0,00;5.947,71;"4050 FARMACIA BASICA FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.41.70.00.00.00.00.000;0201;0,00;0,00;"4170 SAMU/UPA/URGENCIAS/REMOCAO PAC - MAC";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.43.00.00.00.00.00.000;0201;0,00;0,00;"4300 NOTA FISCAL GAUCHA FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.43.03.00.00.00.00.000;0201;0,00;89,29;"4303 CONSTRUCAO DE UBS/PSF FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.45.00.00.00.00.00.000;0201;0,00;56,00;"4500 ATENCAO BASICA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.45.03.00.00.00.00.000;0201;0,00;39.965,12;"4503 ASSISTENCIA FARMACEUTICA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.45.05.00.00.00.00.000;0201;0,00;112.908,82;"4505 INVESTIMENTOS NA REDE DE SERVISOS DE SAUDE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.2.45.11.00.00.00.00.000;0201;0,00;13.876,03;"4511 CUSTEIO - OUTROS PROGRAMAS FUNDO A FUNDO FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeSuperavitFinanceiroDisponivel;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.4.00.00.00.00.00.00.000;0201;0,00;4.717.840,46;"CONTROLE DA SUPLEMENTACAO AUTORIZADO EM LOA";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeLimiteDeSuplementacao;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.4.01.00.00.00.00.00.000;0201;0,00;4.717.840,46;"LOA 2021 LEI 2972/2020";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeLimiteDeSuplementacao;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.4.01.01.00.00.00.00.000;0201;0,00;4.178.363,44;"LIMITE DISPONIVEL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeLimiteDeSuplementacao;testFechamentoDosLancamentosNasContasDeControle
8.9.9.9.4.01.02.00.00.00.00.000;0201;0,00;539.477,02;"LIMITE UTILIZADO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeLimiteDeSuplementacao;testFechamentoDosLancamentosNasContasDeControle
